amenities,bathrooms,bedrooms,pets_allowed,price,price_type,square_feet,cityname,state
1,0,0.0,1,0,Monthly,1,Hillsborough,NC
1,0,0.0,1,0,Monthly,0,Bellmawr,NJ
1,0,1.0,1,1,Monthly,1,Yuba City,CA
0,0,0.0,1,1,Monthly,1,San Mateo,CA
1,0,0.0,1,0,Monthly,0,Tucson,AZ
1,0,0.0,1,1,Monthly,1,Alpharetta,GA
1,0,0.0,1,0,Monthly,0,Federal Way,WA
1,0,0.0,1,0,Monthly,0,Lexington Park,MD
1,0,0.0,1,0,Monthly,0,North Miami,FL
0,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Houston,TX
0,0,0.0,1,0,Monthly,1,Austin,TX
0,0,0.0,1,0,Monthly,0,Columbus,OH
1,0,0.0,1,1,Monthly,1,Glassboro,NJ
1,0,0.0,1,1,Monthly,0,San Francisco,CA
0,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,1.0,1,1,Monthly,1,Columbia,SC
1,0,0.0,1,1,Monthly,0,Raleigh,NC
0,0,0.0,1,1,Monthly,1,Cary,NC
0,0,0.0,1,1,Monthly,1,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Blackwood,NJ
1,0,0.0,1,0,Monthly,0,Madison,WI
1,0,0.0,1,1,Monthly,0,Milwaukee,WI
0,0,0.0,1,1,Monthly,0,Washington,DC
1,0,1.0,1,0,Monthly,0,Springfield,MO
1,0,0.0,1,0,Monthly,0,Ingleside,TX
1,0,0.0,1,0,Monthly,0,Las Vegas,NV
1,0,0.0,1,0,Monthly,0,Fond Du Lac,WI
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Phoenix,AZ
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,1,North Richland Hills,TX
1,0,0.0,1,1,Monthly,0,Kirkland,WA
1,0,1.0,1,0,Monthly,1,Spring,TX
1,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,0,Monthly,0,Rapid City,SD
0,0,0.0,1,0,Monthly,1,Natchitoches,LA
1,0,0.0,1,1,Monthly,1,New Rochelle,NY
1,0,0.0,1,0,Monthly,1,Milwaukee,WI
1,0,0.0,1,1,Monthly,0,Jersey City,NJ
0,0,0.0,1,0,Monthly,0,Chicago,IL
0,0,1.0,1,1,Monthly,1,Minneapolis,MN
1,0,0.0,1,0,Monthly,0,Jamestown,NC
0,0,0.0,1,0,Monthly,0,Vancouver,WA
1,0,0.0,1,0,Monthly,1,Houston,TX
0,0,0.0,1,1,Monthly,1,San Diego,CA
1,0,0.0,1,0,Monthly,0,Fayetteville,AR
1,0,0.0,1,0,Monthly,0,Cedar Falls,IA
1,0,0.0,1,1,Monthly,0,West New York,NJ
1,0,0.0,1,1,Monthly,1,Cleveland,OH
0,0,0.0,1,0,Monthly,0,Farmington,MO
1,0,0.0,1,1,Monthly,1,Edgewater,NJ
0,0,0.0,1,0,Monthly,0,Oklahoma City,OK
0,0,0.0,1,0,Monthly,1,Tulsa,OK
0,0,0.0,1,1,Monthly,0,Seattle,WA
1,0,0.0,1,1,Monthly,1,Roswell,GA
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Richmond,VA
1,0,0.0,1,1,Monthly,0,Redmond,WA
0,0,0.0,1,1,Monthly,0,Portland,OR
1,0,1.0,1,0,Monthly,1,College Station,TX
0,0,0.0,1,0,Monthly,0,Carbondale,IL
1,0,0.0,1,0,Monthly,0,Pittsburgh,PA
0,0,0.0,1,1,Monthly,0,Seattle,WA
0,0,0.0,1,1,Monthly,1,Freeland,WA
1,0,0.0,1,0,Monthly,0,Fort Wayne,IN
1,0,0.0,1,0,Monthly,1,Phoenix,AZ
0,0,0.0,1,0,Monthly,0,Phoenix,AZ
0,0,0.0,1,0,Monthly,1,Columbia,SC
1,0,0.0,1,0,Monthly,1,Apex,NC
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,1.0,1,0,Monthly,1,Concord,NC
1,0,0.0,1,0,Monthly,0,New London,CT
0,0,0.0,1,0,Monthly,0,Cedar Park,TX
1,0,0.0,1,0,Monthly,0,Oaklyn,NJ
0,0,0.0,1,0,Monthly,0,San Antonio,TX
1,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Arlington,TX
1,0,0.0,1,1,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Lexington,KY
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
0,0,0.0,1,0,Monthly,0,Elyria,OH
0,0,0.0,1,0,Monthly,0,Minneapolis,MN
0,0,0.0,1,0,Monthly,0,Stillwater,OK
1,0,0.0,1,0,Monthly,1,Dayton,OH
1,0,0.0,1,0,Monthly,1,Fort Worth,TX
1,0,0.0,1,0,Monthly,0,Lees Summit,MO
0,0,0.0,1,0,Monthly,0,Wichita,KS
1,0,0.0,1,1,Monthly,0,Long Beach,CA
0,0,0.0,1,0,Monthly,0,Chicago,IL
0,0,0.0,1,1,Monthly,1,Minneapolis,MN
0,0,0.0,1,0,Monthly,1,Omaha,NE
0,0,0.0,1,1,Monthly,1,Tampa,FL
1,0,0.0,1,1,Monthly,1,Chicago,IL
1,0,0.0,1,0,Monthly,0,Akron,OH
1,0,0.0,1,1,Monthly,0,Suwanee,GA
0,0,0.0,1,1,Monthly,1,Bastrop,TX
0,0,0.0,1,1,Monthly,1,Canoga Park,CA
0,0,0.0,1,1,Monthly,1,Houston,TX
1,0,0.0,1,0,Monthly,0,Peru,IN
0,0,0.0,1,1,Monthly,1,Washington Township,MI
1,0,0.0,1,1,Monthly,0,Sammamish,WA
0,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,1,Cedar Falls,IA
1,0,0.0,1,0,Monthly,0,Webster,TX
1,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,1,Monthly,0,San Francisco,CA
0,0,0.0,1,0,Monthly,0,Philadelphia,PA
1,0,0.0,1,0,Monthly,0,Phoenix,AZ
1,0,0.0,1,0,Monthly,1,Hartford,CT
1,0,0.0,1,0,Monthly,0,Elizabethtown,KY
1,0,0.0,1,0,Monthly,0,Tacoma,WA
0,0,0.0,1,0,Monthly,0,Brighton,CO
0,0,0.0,1,1,Monthly,0,Toluca Lake,CA
1,0,0.0,1,0,Monthly,0,Springfield,MO
0,0,0.0,1,1,Monthly,0,Portland,OR
1,0,0.0,1,0,Monthly,0,Mountlake Terrace,WA
1,0,0.0,1,0,Monthly,0,Edmonds,WA
0,0,0.0,1,1,Monthly,0,Redondo Beach,CA
1,0,0.0,1,1,Monthly,0,Weymouth,MA
0,0,0.0,1,0,Monthly,0,Littleton,CO
0,0,1.0,1,1,Monthly,1,Livermore,CA
0,0,0.0,1,0,Monthly,0,Omaha,NE
1,0,0.0,1,1,Monthly,0,Philadelphia,PA
1,0,0.0,1,1,Monthly,0,San Francisco,CA
0,0,0.0,1,0,Monthly,0,Naperville,IL
1,0,0.0,1,0,Monthly,0,Salt Lake City,UT
1,0,0.0,1,0,Monthly,0,Minneapolis,MN
1,0,0.0,1,0,Monthly,0,Wauwatosa,WI
1,0,0.0,1,0,Monthly,0,Saint Paul,MN
1,0,0.0,1,0,Monthly,0,Kent,WA
1,0,0.0,1,1,Monthly,0,Denver,CO
1,0,0.0,1,1,Monthly,1,Los Angeles,CA
1,0,1.0,1,1,Monthly,1,Euless,TX
1,0,0.0,1,0,Monthly,1,Edmond,OK
1,0,0.0,1,1,Monthly,1,Odenton,MD
1,0,0.0,1,0,Monthly,1,Roswell,GA
1,0,0.0,1,1,Monthly,0,Redmond,WA
0,0,0.0,1,1,Monthly,0,Austin,TX
0,0,0.0,1,0,Monthly,1,Rochester,NY
1,0,0.0,1,0,Monthly,0,Greensboro,NC
1,0,0.0,1,0,Monthly,0,Indianapolis,IN
1,0,0.0,1,0,Monthly,1,Greensboro,NC
1,0,0.0,1,0,Monthly,0,Providence,RI
0,0,0.0,1,0,Monthly,0,Chicago,IL
0,0,0.0,1,1,Monthly,0,Seattle,WA
0,0,0.0,1,0,Monthly,1,Leland,MS
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,1,Monthly,1,Brookfield,WI
1,0,0.0,1,0,Monthly,0,Kansas City,KS
0,0,0.0,1,1,Monthly,0,Arlington,VA
0,0,0.0,1,1,Monthly,1,Chicago,IL
1,0,0.0,1,1,Monthly,1,Lake Orion,MI
1,0,0.0,1,1,Monthly,1,West New York,NJ
0,0,0.0,1,1,Monthly,1,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Odessa,TX
0,0,0.0,1,0,Monthly,0,Atlanta,GA
1,0,0.0,1,0,Monthly,0,Pittsburgh,PA
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,0,Bothell,WA
0,0,0.0,1,0,Monthly,0,Glenville,NY
1,0,0.0,1,0,Monthly,1,Houston,TX
0,0,0.0,1,0,Monthly,0,Spokane,WA
1,0,0.0,1,0,Monthly,0,Woodbridge,VA
1,0,0.0,1,0,Monthly,0,Raleigh,NC
0,0,1.0,1,0,Monthly,1,Universal City,TX
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,1,Davidson,NC
0,0,0.0,1,0,Monthly,0,Chattanooga,TN
1,0,0.0,1,0,Monthly,1,Humble,TX
0,0,0.0,1,1,Monthly,0,Mequon,WI
1,0,0.0,1,0,Monthly,0,Kansas City,MO
0,0,1.0,1,0,Monthly,1,Lincoln,AL
1,0,0.0,1,1,Monthly,0,Denver,CO
1,0,0.0,1,0,Monthly,1,Houston,TX
0,0,0.0,1,0,Monthly,0,Portland,OR
0,0,0.0,1,0,Monthly,0,Albuquerque,NM
1,0,0.0,1,1,Monthly,0,Raleigh,NC
1,0,0.0,1,0,Monthly,1,Nashville,TN
1,0,0.0,1,0,Monthly,0,Houston,TX
0,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Cincinnati,OH
1,0,0.0,1,1,Monthly,0,Oak Park,IL
1,0,0.0,1,1,Monthly,1,Windermere,FL
1,0,0.0,1,0,Monthly,0,Milford,NH
1,0,0.0,1,0,Monthly,0,Raleigh,NC
1,0,0.0,1,0,Monthly,0,Mooresville,NC
0,0,0.0,1,0,Monthly,1,Little Rock,AR
1,0,0.0,1,0,Monthly,0,Minneapolis,MN
1,0,0.0,1,0,Monthly,1,Cincinnati,OH
0,0,1.0,1,1,Monthly,1,Baton Rouge,LA
1,0,0.0,1,1,Monthly,1,West New York,NJ
1,0,0.0,1,0,Monthly,1,Grapevine,TX
1,0,1.0,1,1,Monthly,1,Chicago,IL
1,0,0.0,1,0,Monthly,1,Charlotte,NC
1,0,0.0,1,0,Monthly,1,Irmo,SC
0,0,0.0,1,0,Monthly,0,Bloomington,MN
1,0,0.0,1,0,Monthly,0,Pittsburgh,PA
0,0,0.0,1,1,Monthly,0,Davenport,IA
0,0,0.0,1,1,Monthly,0,Dover,NJ
1,0,0.0,1,0,Monthly,1,Lithonia,GA
1,0,0.0,1,0,Monthly,0,Tampa,FL
1,0,0.0,1,1,Monthly,0,Washington,DC
1,0,0.0,1,0,Monthly,1,Forest Lake,MN
1,0,0.0,1,0,Monthly,0,Norfolk,VA
0,0,0.0,1,0,Monthly,0,Gresham,OR
1,0,0.0,1,0,Monthly,0,Anchorage,AK
1,0,0.0,1,0,Monthly,0,Lafayette,IN
1,0,0.0,1,0,Monthly,0,Denver,CO
0,0,1.0,1,1,Monthly,1,Redmond,WA
0,0,0.0,1,0,Monthly,1,Lincoln,AL
0,0,0.0,1,0,Monthly,0,Milwaukee,WI
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Madison,WI
1,0,0.0,1,0,Monthly,1,Sault Sainte Marie,MI
0,0,0.0,1,0,Monthly,0,Lithonia,GA
0,0,0.0,1,0,Monthly,0,San Antonio,TX
0,0,0.0,1,1,Monthly,1,Centennial,CO
1,0,0.0,1,0,Monthly,1,Berlin,WI
0,0,0.0,1,1,Monthly,1,Reno,NV
0,0,0.0,1,0,Monthly,0,Omaha,NE
1,0,0.0,1,0,Monthly,0,Weslaco,TX
1,0,0.0,1,1,Monthly,0,Trenton,NJ
0,0,0.0,1,0,Monthly,0,Johnson City,TN
1,0,0.0,1,1,Monthly,0,Edina,MN
0,0,0.0,1,1,Monthly,1,Portland,OR
1,0,0.0,1,0,Monthly,0,Littleton,CO
1,0,1.0,1,0,Monthly,1,Jonesboro,GA
0,0,0.0,1,0,Monthly,1,Rock Island,IL
1,0,0.0,1,0,Monthly,0,Groton,CT
0,0,0.0,1,1,Monthly,1,Denver,CO
0,0,0.0,1,0,Monthly,1,San Antonio,TX
1,0,1.0,1,1,Monthly,1,Charlotte,NC
1,0,0.0,1,0,Monthly,0,Shorewood,WI
0,0,0.0,1,1,Monthly,1,Ypsilanti,MI
1,0,0.0,1,0,Monthly,0,Duluth,GA
1,0,0.0,1,1,Monthly,1,Burleson,TX
1,0,0.0,1,0,Monthly,1,Neenah,WI
1,0,0.0,1,0,Monthly,0,Indianapolis,IN
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Madison,WI
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,0,Woodbury,NJ
1,0,0.0,1,0,Monthly,1,Marietta,GA
0,0,0.0,1,0,Monthly,0,Austin,TX
0,0,0.0,1,0,Monthly,0,Lake Oswego,OR
1,0,0.0,1,1,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Spring,TX
1,0,0.0,1,0,Monthly,0,Smyrna,GA
0,0,0.0,1,1,Monthly,1,Oklahoma City,OK
1,0,0.0,1,0,Monthly,0,Anchorage,AK
1,0,0.0,1,1,Monthly,0,Somerset,NJ
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Omaha,NE
0,0,0.0,1,0,Monthly,0,Williamstown,NJ
1,0,0.0,1,0,Monthly,0,Orange,TX
0,0,0.0,1,0,Monthly,0,Tigard,OR
1,0,0.0,1,1,Monthly,1,Lawrenceville,GA
1,0,0.0,1,0,Monthly,1,Franklin,IN
1,0,0.0,1,0,Monthly,0,Macon,NC
0,0,0.0,1,1,Monthly,1,Fort Worth,TX
1,0,0.0,1,1,Monthly,0,Long Beach,CA
0,0,0.0,1,0,Monthly,0,Denton,TX
1,0,0.0,1,0,Monthly,1,Verona,WI
0,0,0.0,1,0,Monthly,1,Brandon,FL
0,0,0.0,1,0,Monthly,0,Ashland,OR
1,0,0.0,1,0,Monthly,0,Anchorage,AK
1,0,1.0,1,0,Monthly,1,Phoenix,AZ
0,0,0.0,1,1,Monthly,1,West Hollywood,CA
1,0,0.0,1,0,Monthly,0,Port Orchard,WA
0,0,0.0,1,0,Monthly,1,Fort Smith,AR
1,0,0.0,1,0,Monthly,0,Lone Tree,CO
1,0,0.0,1,1,Monthly,0,Madison,WI
1,0,0.0,1,0,Monthly,1,Cincinnati,OH
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Blaine,MN
1,0,0.0,1,0,Monthly,0,Norman,OK
1,0,0.0,1,0,Monthly,0,Springfield,MO
0,0,0.0,1,1,Monthly,0,Arlington,VA
1,0,0.0,1,0,Monthly,0,Portland,OR
1,0,1.0,1,0,Monthly,1,San Antonio,TX
1,0,0.0,1,0,Monthly,0,Kansas City,MO
0,0,0.0,1,0,Monthly,0,Minot,ND
1,0,1.0,1,1,Monthly,1,Tempe,AZ
1,0,0.0,1,1,Monthly,0,Westfield,NJ
0,0,1.0,1,1,Monthly,1,Monroe,OH
1,0,0.0,1,0,Monthly,0,Lincoln,NE
1,0,0.0,1,0,Monthly,0,Flanders,NJ
1,0,0.0,1,0,Monthly,0,Spring,TX
0,0,0.0,1,0,Monthly,1,Charlotte,NC
1,0,0.0,1,1,Monthly,1,Bellevue,WA
1,0,0.0,1,0,Monthly,0,Denver,CO
1,0,0.0,1,0,Monthly,1,Tipp City,OH
1,0,0.0,1,0,Monthly,1,Mill Creek,WA
0,0,0.0,1,1,Monthly,0,North Hollywood,CA
1,0,0.0,1,1,Monthly,1,South Burlington,VT
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Farmers Branch,TX
0,0,0.0,1,1,Monthly,1,Vancouver,WA
1,0,0.0,1,0,Monthly,1,Ripon,WI
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
0,0,0.0,1,1,Monthly,0,Washington,DC
1,0,0.0,1,0,Monthly,0,Woodinville,WA
1,0,0.0,1,0,Monthly,0,Louisville,KY
0,0,0.0,1,0,Monthly,0,Spring Park,MN
0,0,0.0,1,1,Monthly,0,Parsippany,NJ
0,0,0.0,1,0,Monthly,0,Omaha,NE
0,0,0.0,1,0,Monthly,0,Topeka,KS
1,0,0.0,1,0,Monthly,0,Vernon,CT
1,0,0.0,1,1,Monthly,1,Dallas,TX
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Houston,TX
0,1,1.0,1,1,Monthly,1,San Jose,CA
0,0,0.0,1,1,Monthly,1,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Oklahoma City,OK
0,0,0.0,1,0,Monthly,0,San Antonio,TX
1,0,0.0,1,0,Monthly,0,West Des Moines,IA
0,0,0.0,1,0,Monthly,0,Albuquerque,NM
1,0,0.0,1,1,Monthly,0,Somerville,MA
1,0,0.0,1,0,Monthly,0,Salt Lake City,UT
1,0,0.0,1,0,Monthly,1,Tyler,TX
1,0,0.0,1,0,Monthly,0,Lansing,MI
1,0,1.0,1,1,Monthly,1,Lynnwood,WA
1,0,0.0,1,0,Monthly,0,Portland,OR
1,0,0.0,1,0,Monthly,0,Pawtucket,RI
1,0,0.0,1,0,Monthly,0,Smyrna,TN
1,0,0.0,1,0,Monthly,1,Platteville,WI
1,0,0.0,1,1,Monthly,0,Lebanon,NH
1,0,0.0,1,1,Monthly,0,Riverside,CA
0,0,0.0,1,1,Monthly,1,West Hollywood,CA
1,0,0.0,1,1,Monthly,0,Renton,WA
1,0,0.0,1,1,Monthly,1,Wayne,NJ
1,0,0.0,1,0,Monthly,1,Mesquite,TX
0,0,0.0,1,0,Monthly,0,Sioux Falls,SD
1,0,0.0,1,0,Monthly,0,Fayetteville,AR
1,0,0.0,1,0,Monthly,0,Madison,WI
1,0,0.0,1,0,Monthly,0,Saint Paul,MN
1,0,0.0,1,0,Monthly,0,Reno,NV
1,0,1.0,1,0,Monthly,1,Columbia,SC
1,0,0.0,1,0,Monthly,0,Knoxville,TN
1,0,0.0,1,0,Monthly,0,Suwanee,GA
0,0,0.0,1,1,Monthly,1,Auburn Hills,MI
0,0,0.0,1,1,Monthly,1,Newberg,OR
1,0,0.0,1,0,Monthly,1,Marietta,GA
1,0,0.0,1,0,Monthly,0,Cincinnati,OH
1,0,0.0,1,0,Monthly,0,Las Vegas,NV
1,0,0.0,1,0,Monthly,1,Las Vegas,NV
1,0,0.0,1,0,Monthly,0,San Antonio,TX
1,0,0.0,1,0,Monthly,0,Glen Burnie,MD
1,0,0.0,1,0,Monthly,1,Euless,TX
1,0,0.0,1,1,Monthly,0,Denver,CO
1,0,0.0,1,0,Monthly,0,Chapel Hill,NC
0,0,0.0,1,1,Monthly,0,Jersey City,NJ
1,0,0.0,1,1,Monthly,0,Renton,WA
0,0,0.0,1,0,Monthly,1,Canyon Lake,TX
1,0,0.0,1,1,Monthly,1,South Weymouth,MA
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,1,Monthly,0,Avon,CT
0,0,0.0,1,1,Monthly,1,Mesquite,TX
1,0,1.0,1,0,Monthly,0,Nashua,NH
1,0,0.0,1,0,Monthly,1,Winchester,VA
0,0,0.0,1,1,Monthly,1,Long Beach,CA
0,0,0.0,1,1,Monthly,0,Bozeman,MT
1,0,0.0,1,0,Monthly,0,Cincinnati,OH
1,0,0.0,1,0,Monthly,1,Sioux Falls,SD
0,0,0.0,1,0,Monthly,0,Vancouver,WA
1,0,0.0,1,0,Monthly,0,West Saint Paul,MN
0,0,0.0,1,1,Monthly,1,Cincinnati,OH
1,0,0.0,1,0,Monthly,1,Springfield,MO
1,0,0.0,1,0,Monthly,0,Norman,OK
1,0,0.0,1,0,Monthly,0,Crofton,MD
0,0,0.0,1,1,Monthly,1,Coronado,CA
0,0,0.0,1,0,Monthly,0,Portland,OR
1,0,0.0,1,0,Monthly,1,Sioux Falls,SD
1,0,0.0,1,0,Monthly,1,Arlington,TX
0,0,0.0,1,1,Monthly,0,Seattle,WA
0,0,0.0,1,0,Monthly,0,Houston,TX
1,0,1.0,1,1,Monthly,1,Fort Collins,CO
1,0,0.0,1,0,Monthly,0,Madison,WI
0,0,0.0,1,0,Monthly,0,Madison,WI
1,0,0.0,1,1,Monthly,0,Arlington,VA
0,0,0.0,1,0,Monthly,1,,
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,1,Dayton,OH
0,0,0.0,1,0,Monthly,0,Omaha,NE
0,0,0.0,1,1,Monthly,1,Santa Monica,CA
1,0,0.0,1,1,Monthly,0,Houston,TX
0,0,0.0,1,1,Monthly,1,Pembroke Pines,FL
1,0,0.0,1,0,Monthly,0,Orlando,FL
0,0,0.0,1,1,Monthly,0,Kirkland,WA
0,0,0.0,1,1,Monthly,1,Midlothian,TX
0,0,0.0,1,0,Monthly,0,Omaha,NE
1,0,0.0,1,0,Monthly,0,Fort Collins,CO
0,0,0.0,1,0,Monthly,0,Rogers,AR
1,0,0.0,1,1,Monthly,1,Minneapolis,MN
1,0,0.0,1,0,Monthly,0,Kansas City,MO
0,0,0.0,1,1,Monthly,1,Minneapolis,MN
1,0,0.0,1,0,Monthly,0,Prairie Village,KS
1,0,0.0,1,0,Monthly,0,Towson,MD
1,0,1.0,1,1,Monthly,1,Laveen,AZ
1,0,0.0,1,0,Monthly,1,Houston,TX
0,0,1.0,1,1,Monthly,1,Iowa City,IA
1,0,0.0,1,1,Monthly,1,Silver Spring,MD
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,0,Cherry Hill,NJ
0,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,1,Monthly,0,Walnut Creek,CA
1,0,0.0,1,0,Monthly,1,Las Vegas,NV
0,0,0.0,1,1,Monthly,1,San Jose,CA
0,0,0.0,1,1,Monthly,1,Lancaster,TX
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Cincinnati,OH
1,0,0.0,1,0,Monthly,0,Bloomington,MN
0,0,0.0,1,0,Monthly,0,Bentonville,AR
0,0,0.0,1,0,Monthly,1,Monroe,MI
1,0,0.0,1,0,Monthly,0,Tucson,AZ
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
0,0,0.0,1,1,Monthly,0,Jersey City,NJ
1,0,0.0,1,1,Monthly,1,West New York,NJ
0,0,0.0,1,0,Monthly,0,Grand Junction,CO
0,0,0.0,1,0,Monthly,0,Palestine,TX
1,0,0.0,1,0,Monthly,0,Independence,MO
1,0,0.0,1,1,Monthly,0,Randolph,MA
0,0,0.0,1,1,Monthly,1,Irondale,AL
0,0,0.0,1,1,Monthly,1,Philadelphia,PA
0,0,0.0,1,0,Monthly,1,Bryan,TX
0,0,0.0,1,1,Monthly,0,Seattle,WA
1,0,0.0,1,0,Monthly,0,Frisco,TX
1,0,0.0,1,1,Monthly,1,Los Angeles,CA
1,0,0.0,1,1,Monthly,1,Knoxville,TN
1,0,0.0,1,0,Monthly,0,Raleigh,NC
1,0,0.0,1,0,Monthly,1,Humble,TX
1,0,0.0,1,1,Monthly,0,Renton,WA
0,0,0.0,1,0,Monthly,0,Minneapolis,MN
1,0,0.0,1,1,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Minneapolis,MN
1,0,0.0,1,0,Monthly,1,Round Rock,TX
0,0,1.0,1,1,Monthly,1,Cameron Park,CA
1,0,0.0,1,1,Monthly,1,Odenton,MD
0,0,0.0,1,0,Monthly,0,Tuscaloosa,AL
0,0,0.0,1,1,Monthly,0,Wayne,PA
0,0,0.0,1,1,Monthly,1,Los Angeles,CA
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Kennesaw,GA
1,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Flanders,NJ
1,0,0.0,1,1,Monthly,1,Long Beach,CA
0,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,1,Monthly,0,Revere,MA
1,0,0.0,1,0,Monthly,0,Michigan City,IN
1,0,0.0,1,0,Monthly,1,Marietta,GA
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
0,0,0.0,1,1,Monthly,1,Bloomington,IN
0,0,0.0,1,0,Monthly,1,Grand Forks,ND
0,0,0.0,1,1,Monthly,0,Bismarck,ND
0,0,0.0,1,0,Monthly,0,Ferndale,MI
1,0,0.0,1,1,Monthly,0,Denver,CO
1,0,0.0,1,0,Monthly,0,Las Vegas,NV
1,0,0.0,1,1,Monthly,0,North Bergen,NJ
1,0,0.0,1,0,Monthly,0,Brookfield,WI
1,0,0.0,1,0,Monthly,0,Lakewood,OH
1,0,0.0,1,0,Monthly,1,Cary,NC
1,0,0.0,1,1,Monthly,1,East Lansing,MI
1,0,0.0,1,0,Monthly,0,Cincinnati,OH
1,0,0.0,1,1,Monthly,1,Northridge,CA
1,0,0.0,1,0,Monthly,0,Saint Louis,MO
1,0,0.0,1,1,Monthly,1,Chicago,IL
1,0,0.0,1,0,Monthly,0,Houston,TX
0,0,0.0,1,1,Monthly,0,Seattle,WA
1,0,0.0,1,1,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,1,Meriden,CT
0,0,0.0,1,1,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,,
1,0,0.0,1,0,Monthly,0,,
0,0,0.0,1,0,Monthly,0,Atlanta,GA
0,0,0.0,1,1,Monthly,1,West Palm Beach,FL
1,0,0.0,1,0,Monthly,0,Kent,WA
1,0,0.0,1,0,Monthly,1,Indianapolis,IN
1,0,0.0,1,0,Monthly,0,Ypsilanti,MI
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,0,San Bernardino,CA
1,0,0.0,1,0,Monthly,0,Bolingbrook,IL
1,0,0.0,1,1,Monthly,0,Sacramento,CA
1,0,0.0,1,1,Monthly,1,Tempe,AZ
0,0,0.0,1,0,Monthly,0,La Vista,NE
1,0,0.0,1,0,Monthly,0,Colorado Springs,CO
1,0,0.0,1,1,Monthly,0,Baltimore,MD
1,0,0.0,1,0,Monthly,0,Temple Hills,MD
1,0,0.0,1,1,Monthly,0,Chicago,IL
0,0,0.0,1,1,Monthly,1,Kansas City,MO
0,0,0.0,1,0,Monthly,0,Mound,MN
0,0,0.0,1,0,Monthly,1,Valdosta,GA
0,0,1.0,1,1,Monthly,1,Clermont,FL
1,0,0.0,1,0,Monthly,0,Portland,OR
1,0,0.0,1,0,Monthly,0,Norman,OK
1,0,0.0,1,0,Monthly,1,Mosinee,WI
